"","word","n"
"123","nunca e visto una pelota cantar",1
"124","o entiendo logica a la frase",1
"125","pelota es una metafora para referirse a alguien con las cualidades ",1
"126","pelota no puede cantar",1
"127","pelotas no canta",1
"128","podria referise pelota = a cabeza= cara= boca= canta",1
"129","por k no hablan",1
"130","por la cansion",1
"131","por la frase",1
"132","por la rima",1
"133","por las pelotas no hablan",1
"134","por no ay pelotas q canten",1
"135","por q las pelotas no cantan",1
"136","por q no hay bolas q canten",1
"137","por q no rima con nada lo que escrivi",1
"138","por q no tiene nd de sentido esa frase",1
"139","por q no tiene sentido en nada",1
"140","por q siii",1
"141","por q tube q anadir palabras para q pudieran rrimar",1
"142","por que al botar la pelota emite un sonido",1
"143","por que al escucharse no tiene sentido",1
"144","por que al rabotar hace sonido",1
"145","porque al rebotar una pelota produce un sonido",1
"146","porque a todos los nombramos pelota y algo que los defina",1
"147","por que atravez de poemas puedes encontrar otro sentido",1
"148","porque aunque es una metafora, las pelotas no cantan",1
"149","por que cantaba",1
"150","por que casi no le entiendo al poema",1
"151","por que como que las pelotas cantan no es posible",1
"152","por que cuando cae o la mueves hace sonidos",1
"153","porque cuando rebota puede emitir un sonido",1
"154","por que cuando se desinfla hace como si estuviera cantando",1
"155","porque da a explicar lo qque es y como y explican las cosas de lo que es",1
"156","porque define lo que hace su mama",1
"157","porque depende del movimiento que hagas y emite un sonido",1
"158","porque describe una caracteristica de la mama",1
"159","porque dice que la mama es una pelota que canta, eso significa que a su mama le gusta cantar. la palabra pelota sustituye a un verbo que puede ser gustar por eso ""mama es una pelota que canta""",1
"160","por que dice que la pelota que canta es por que quiere dercir que cuando juegan la pelota saca un poco de sonido",1
"161","por que dice que su mama es la pelota que canta pero ella no es una pelota.",1
"162","por que el grita",1
"163","porque ella no puede hablar",1
"164","porque el poema te esta ablando en sentido litersario y esta frase no concerda con el poema",1
"165","por que el texto es una metafora. por lo tanto se refieren a cosas comunes y no es posible.",1
"166","por que en cierta forma se refiere a alguna persona que canta",1
"167","porque en primer lugar es una persona y ademas no tendria mucho sentido con una pelota pero con ""canta"" se puede referir a las melodias que cante la senora",1
"168","porque en verdad no tiene sentido",1
"169","por que es ilogico pero en este caso se refieren a personas",1
"170","porque es imposible que una pelota cante",1
"171","por que es inlogico que una pelota aga alguna cansion solo ase sonido al caer :v",1
"172","por que es pelota",1
"173","porque esta bien escrita y puede ser ficcion",1
"174","porque esta describiendo a su familiares por pelotas",1
"175","porque esta explicando que su mama canta",1
"176","porque esta hablando de sentido figurado y de la vida y de la familia",1
"177","porque estan haciendo en forma de una metafora",1
"178","porque esta usando la frase para describir a su mama.",1
"179","por que es toda una familia de pelotas",1
"180","porque es una cancion en sentido figurado",1
"181","por que es una frase que no tiene sentido",1
"182","porque es una metafora",1
"183","porque es una metafora hacia su hermano",1
"184","porque es una metafora que hace referencia a una persona y las personas cantan.",1
"185","porque es una metafora, y las metaforas comparan cosas con otras.",1
"186","por que es una tonteria",1
"187","porque es un objeto",1
"188","porque es un objeto no habla",1
"189","porque es un objeto y no habla",1
"190","por que habla de cosas circulares igual que una pelota",1
"191","porque habla de personalidades y rasgos.",1
"192","por que hace sonido al rebotar",1
"193","por que hay algunas pelotas que tienen sonido",1
"194","por que hay pelotas que producen sonidos con cierta afinacion podria tocarse una hermosa melodia",1
"195","por que la cantas xdxd",1
"196","por que la gente no es una pelota",1
"197","porque la luna, el sol y la cabeza son circulares y las pelotas son circulares.",1
"198","por que la mama canta",1
"199","por que la misma palabra es",1
"200","porque la persona puede cantar",1
"201","porque las mamas siempre tratan de verle el lado bueno a las cosas y son muy alegres, y cuando cantas te sientes feliz",1
"202","por que las pelotas hacen ruido al lanzarlas",1
"203","porque las pelotas no",1
"204","porque las pelotas no canta",1
"205","por que las pelotas no cantan.",1
"206","por que las pelotas no cantan, puesto que no es un ser vivo o tal vez no tenga algo anadido que pueda realizar el canto.",1
"207","por que las pelotas no cantan y tu mama no es una pelota.",1
"208","porque las pelotas no emiten ruido",1
"209","porque las pelotas no pueden cantar",1
"210","porque las pelotas no pueden hablar y tampoco cantar",1
"211","porque las pelotas no son seres vivos y no cantan.",1
"212","por que las pelotas no tienen voz ni estan vivas",1
"213","porque las pelotas no tienen voz ni pueden cantar, sin embargo, cuando lo pones en el poema si tiene sentido porque esta diciendo que todo es una pelota",1
"214","porque las pelotas son juguetes como mi corazon",1
"215","por que las pelotas son objetos",1
"216","porque las pelotas son objetos y no cantan",1
"217","por que las pelotas son un jugete o aparato de distraccion por lo tanto no tienen vida solo en toy stori, asi que como no tienen vida no pueden cantar",1
"218","porque las son un objeto.",1
"219","porque le da a una objeto inmovil e inerte una aptitud de un ser vivo, de manera objetiva, las pelotas no cantan",1
"220","porque le entiendo y cuenta como una historia",1
"221","porque literalmente puede tener un aparato adentro",1
"222","por que lleva un cierto son y coincide",1
"223","por que me lo imagine asi",1
"224","por que millonario canta",1
"225","porque mi mama es una pelota que canta muy bonito",1
"226","porque mi mama no es como una pelota y no veo como se puede parecer aun que se trate de una metafora",1
"227","porque mi papa no es gordo",1
"228","porque muchas mamas quiere cantar",1
"229","porque nada tiene sentido",1
"230","porque ninguna pelota canta",1
"231","por que ninguna pelota canta :v",1
"232","por que ninguna pelota cuando la rebotas no canta",1
"233","por que ninguna pelota habla",1
"234","porque ninguna pregunta habla",1
"235","porque no",1
"236","por que no ablan",1
"237","por que no ahi muchas cosas con forma de pelota",1
"238","por que no ahi pelotas que hablen",1
"239","porque no canta",1
"240","por que no cantan",1
"241","porque no cantan",1
"242","por que no cantan verdaderamente seria una metafora",1
"243","por que no concuerda",1
"244","por que no da sentido con el poema",1
"245","por que no entiendo",1
"246","por que no es literal",1
"247","por que no es logico por que las pelotas solo rebotan y no hacen nada mas que eso entonces no tiene sentido ni tener una pelota o compar una no te sirve",1
"248","por que no es posible",1
"249","por que no es posible que una pelota hable",1
"250","por que no es posible y no tiene un contexto que lo justifique.",1
"251","por que no es una pelota",1
"252","por que no hablan",1
"253","por que no hace una referencia concreta a que se refiere",1
"254","porque no hay una oracion concreta con esa palabra en ese texto",1
"255","porque no le encuentro sentido",1
"256","por que no le entiendo xd",1
"257","porque no lo usan en sentido literal, lo usan como metafora",1
"258","por que no puede aver pelotas que cantan",1
"259","porque no puede cantar porque no tiene vida propia",1
"260","por que no rima con las demas",1
"261","por que no riman nada",1
"262","porque no rima y es un ""poema""",1
"263","porque no se",1
"264","porque no se entiede",1
"265","porque no se entiende",1
"266","por que no se entiende a que quiere dar a entender",1
"267","porque no se refiere que es una pelota si no que canta mucho esa persona",1
"268","porque no son cantates",1
"269","por que no suena cuerente v;",1
"270","por que no tiene considencia ni frace que combine",1
"271","por que no tiene nada que ver con el poema",1
"272","por que notiene nigun sentido",1
"273","porque no tiene relacion una pelota cantante con una figura materna",1
"274","por que no tiene ritmo",1
"275","por que no tiene sentido",1
"276","porque no tiene sentido a que una pelota cante",1
"277","por que no tiene sentio",1
"278","porque no tiene vida la pelota.",1
"279","porque ocupan la palabtra pelota como una metafora",1
"280","porque para el una pelota es como una persona.",1
"281","por que para mi una pelota no tiene boca ni nada de eso",1
"282","porque pelotas no hablan!",1
"283","por que pens?Åndolo y analiz?Åndolo bien no tiene nada que ver es algo il?""gico",1
"284","porque por logica las pelotas no saben cantar, a menos que el texto se refiera a la pelota como una persona.",1
"285","porque por mas que intento comprender el poema no logro averiguar que frase va en el parrafo",1
"286","por que puede canatar",1
"287","porque puede que haga mucho ruido",1
"288","porque puede ser que pelota tenga diferentes significados",1
"289","porque puede ser que su mama cantaba mucho",1
"290","porque puede ser una persona gorda y que cante",1
"291","por que puede ser una persona que canta demasiado",1
"292","porque puede ser un persona",1
"293","porque puede significar que es alguien que siempre es alegre o que siempre canta.",1
"294","por que puedo interpretarlo como un integrante de mi familia el cual le gusta mucho cantar",1
"295","porque ??que tiene que ver pelotas con su familia?",1
"296","porque quiere decir que yo soy una pelota y yo puedo cantar.",1
"297","por que rima",1
"298","porque rima",1
"299","porque se esta comparando con palabra que es pelota con las personas o cosas que estan alrededor de yo.",1
"300","porque se esta refiriendo a que la mama canta",1
"301","por que se esta refiriendo a una persona en especifico, como a las cualidades",1
"302","por que se puede decir que canta cuando se desinfla",1
"303","porque se puede expresionar a cantar al modo de botar.",1
"304","por que se puede referir a una persona que se la pasa cantando",1
"305","por que se refiere a que su mama canta",1
"306","porque se refiere a que su mama canta",1
"307","porque se refiere a que su mama es una pelota y ella canta",1
"308","porque se refiere a su madre que es gorda",1
"309","porque se refiere a su mama como una pelota y su mama puede cantar",1
"310","porque se refiere a una persona como pelota",1
"311","por que se refiere a una persona que canta",1
"312","por que se trata de una persona que canta",1
"313","porque solo es para gnte de mente abierta",1
"314","por que son recursos que los poemas utilizan para rimar y tienen doble sentido.",1
"315","por que suena bien",1
"316","por que su mama es gorda",1
"317","porque talves sea una cantante y la esta relacionando con una pelota ",1
"318","por que te dise de los demas",1
"319","por que tienen un termino semejante",1
"320","por que tiene otra forma de expresarse",1
"321","por que tiene rimas",1
"322","porque tu mama no es redonda",1
"323","porque tu mama puede cantar",1
"324","porque una pelota es un objeto no una persona y una pelota no canta",1
"325","por que una pelota no canta,es mas no habla",1
"326","por que una pelota no no hay tal cosa aunque se podria usar como una metafora",1
"327","por que una pelota no puede cantar",1
"328","porque una pelota no tiene vida por lo tanto es imposible que cante",1
"329","porque una pelota puede ser cualquier cosa",1
"330","por que una pelota, ??que canta?. seria ilogico que cantara, sin embargo hay personas que tienen mucha imaginacion e incluso en cuentos podria decir que una pelota que canta o algo parecido (claro que seria un cuento de fantasia). puse que no por que para mi si seria ilogico que un objeto hablara o cantara.",1
"331","porque una peluta puede ser decorada por una bocina",1
"332","por que un objeto, que no puede hablar , ni caminar por si solo",1
"333","porque un pelota no tiene lenguaje,ni puede hablar",1
"334","por que yo no le encuentro el sentido",1
"335","por que yosi puedo cantar pero la pelota no",1
"336","por tiene sentido con el jugo y abla de pelota",1
"337","por una pelota no canta",1
"338","pq las pelotas no cantan",1
"339","probablemente la pelota se refiere a la persona",1
"340","prque las pelotas no tienen sonido",1
"341","p?""r que no rima",1
"342","puede ser alguien gordo que canta.",1
"343","puede ser cantada por una persona",1
"344","puede ser una bocina en forma de pelota",1
"345","puede ser una metafora, y la metaforas tienen sentido",1
"346","pues por que rima :'v",1
"347","pues por que solo las pelotas suenan o asi pero no cantan",1
"348","pues yo creo que no por que no tiene sentido",1
"349","pz xk k canta bonito",1
"350","q ti",1
"351","que siempre canta o que siempre trae alegria",1
"352","que su mama canta",1
"353","quiere decir que a su mama le gusta cantar",1
"354","qwe",1
"355","rima",1
"356","se desinfla",1
"357","se esta rrefieriendo asu madre en la forma que ella puede o suele cantar",1
"358","se puede interpretar de diversas maneras una pelota que canta podria referirse a una persona abundante de felicidad",1
"359","se refiere a alguien que canta",1
"360","se refiere al ser o persona",1
"361","se refiere a que alguien canta",1
"362","se refiere a que canta mucho",1
"363","se refiere a que su mama canta.",1
"364","se refiere a una persona que canta",1
"365","se refiere a una persona que canta.",1
"366","seria muy divertido que una pelota cantara",1
"367","siempre grita",1
"368","si es un juguete o algo que produzca algun sonido pues si",1
"369","significa que su mama canta con frecuencia",1
"370","simplemente no",1
"371","si pero yo soy el que no sabe hacer que rimen",1
"372","si por que con la palabra pelota explica lo que son la otra persona para el",1
"373","si por que dice que su mama es la pelota que canta",1
"374","si porque es una cancion en sentido figurado",1
"375","si porque es una metafora hacia su hermano",1
"376","si, porque es una metafora que se refiera a alguien cantando",1
"377","si por que la mama canta",1
"378","si porque se refiere a la mama",1
"379","si porque todos las pelotas que menciona se refieren a la accion o apariencia de un ser vivo o cosa",1
"380","si tiene sentido una pelota",1
"381","suena extrano",1
"382","su mama esta gordita y canta",1
"383","tal ves hace ruido",1
"384","talvez la pelota esta representando a una persona",1
"385","tal vez se refiere a una persona que canta pero en sentido figurado.",1
"386","te puede encantar porque es llamativa",1
"387","tienesonido",1
"388","una nina cantante",1
"389","una pelota es un objeto inanimado, no puede producir una melodia ya que carece de cuerdas vocales",1
"390","una pelota no canta",1
"391","una pelota no canta.",1
"392","una pelota no cantan",1
"393","una pelota no habla",1
"394","una pelota no se mueve ni tiene vida",1
"395","una pelota que puede hacer sonidos",1
"396","una persona que canta",1
"397","vchvgdfjdbh",1
"398","xk rima",1
"399","ya que las pelotas no hablan, pero metaforicamente si ya que describe como es alguien.",1
"400","y ya ja",1
