,Explica pelota de gritos,a_num_topics_2,a_num_topics_5,a_num_topics_10,a_num_topics_20,a_num_topics_50,a_num_topics_100,a_num_topics_150,a_num_topics_200,a_puntaje,Explica pelota de pelos,b_num_topics_2,b_num_topics_5,b_num_topics_10,b_num_topics_20,b_num_topics_50,b_num_topics_100,b_num_topics_150,b_num_topics_200,b_puntaje,Explica pelota de plata,c_num_topics_2,c_num_topics_5,c_num_topics_10,c_num_topics_20,c_num_topics_50,c_num_topics_100,c_num_topics_150,c_num_topics_200,c_puntaje
10,por el grita,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,es muy peludo,0.7970322966575623,0.0016349628567695618,-0.00014945771545171738,0.00627896236255765,-4.2856670916080475e-05,4.656612873077393e-10,4.656612873077393e-10,4.656612873077393e-10,3,se ha de parecer a una moneda,0.9966199398040771,0.945540726184845,-0.04455713927745819,-0.0034838300198316574,-0.00027607381343841553,0.00031788647174835205,8.940696716308594e-08,8.940696716308594e-08,1
11,que no se esta en silencio ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,porque tiene mucho cabello,0.5464157462120056,-0.08723030984401703,-0.005107743665575981,0.012384079396724701,-0.0003406498581171036,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3,que hay dinero en mi cartera,0.9994671940803528,0.9898320436477661,0.3334169387817383,0.001121431589126587,0.0029800795018672943,0.0003456920385360718,1.4901161193847656e-08,1.4901161193847656e-08,2
12,que su hermano puede gritar por que no tiene una pelota de pelos,0.9559453725814819,0.19244104623794556,0.34352758526802063,-0.0028234925121068954,-0.0013855211436748505,5.774199962615967e-08,5.774199962615967e-08,5.774199962615967e-08,3,por que tiene pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,1,por que la moneda es de plata,0.8601920008659363,0.3598634600639343,-0.02600380964577198,-0.0009061098098754883,0.0005414187908172607,0.00031298771500587463,2.9802322387695312e-08,2.9802322387695312e-08,1
13,como esta pequeño da lata,0.890055239200592,0.9163857102394104,0.3242587149143219,0.155480295419693,0.00020380690693855286,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,3,como ya esta grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,por que tiene valor y te ayuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
14,que es bien llorón,0.9487713575363159,0.002266098279505968,-0.04505106806755066,-0.05212040990591049,-0.000574017409235239,6.984919309616089e-10,6.984919309616089e-10,6.984919309616089e-10,3,por que son feos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,que son se los,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15,cuando al hermano no le compran nada se pone gritar,0.9509974122047424,0.043815888464450836,-0.004681486636400223,-0.00037790555506944656,0.0029484499245882034,2.514570951461792e-08,2.514570951461792e-08,2.514570951461792e-08,3,por que también trae melena de cabello,0.5491204261779785,-0.0876024067401886,-0.004324892535805702,0.015981733798980713,0.0025445297360420227,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3,que vale mucho,1.0,1.0000001192092896,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,3
16,que su hermano es una pelota que grita,0.8973124623298645,0.672063946723938,0.5932960510253906,0.5878163576126099,0.5828126072883606,0.5773503184318542,0.5773503184318542,0.5773503184318542,3,por que tiene la forma de una pelota y tiene cabello,0.7599014043807983,-0.009824901819229126,0.0014487206935882568,0.00029809772968292236,-0.0001434609293937683,2.2351741790771484e-08,2.2351741790771484e-08,2.2351741790771484e-08,1,que el papa podría ser una pelota muy cara por que esta hecho de plata,0.8693777322769165,0.04071923345327377,0.0011041536927223206,-0.010613026097416878,0.0005186740309000015,0.0016000792384147644,-9.313225746154785e-10,-9.313225746154785e-10,2
17,que grita mucho,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,porque tiene pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,1,tiene talento como Héctor Cristian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
18,que habla mucho o grita,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que el dijo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19,que la niña se la pasa llorando o haciendo berrinche ,0.7753980159759521,0.44141989946365356,0.1295357048511505,0.009269975125789642,0.0006582625210285187,0.0,0.0,0.0,3,por que ninguna parte mas que en la cabeza hay pelos ,-0.013729095458984375,0.01731422170996666,0.01725231483578682,0.0022293291985988617,0.0010236576199531555,5.587935447692871e-09,5.587935447692871e-09,5.587935447692871e-09,1,es como una medalla o algo similar ,0.8405112624168396,0.2612095773220062,0.29338976740837097,-0.0007780268788337708,0.003863109275698662,4.1896477341651917e-05,0.0,0.0,1
20,por que grita mucho,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que tiene pelo,0.9999999403953552,0.9999999403953552,1.0000001192092896,1.0000001192092896,1.0,1.0,1.0,1.0,1,mi padre vale mucho por eso lo puse,0.6305744051933289,0.9961392879486084,0.9679636359214783,0.8827744126319885,0.682893693447113,0.5781018733978271,0.5773502588272095,0.5773502588272095,3
21,que grita mucho,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que son nexos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,cualquier cosa puede ser,0.9982138872146606,-0.1610414832830429,-0.15702684223651886,-0.034145042300224304,0.004873169586062431,0.0005456749349832535,3.725290298461914e-09,3.725290298461914e-09,1
22,de que su hermano grita mucho,0.8792247772216797,0.7222405076026917,0.7112906575202942,0.7097383737564087,0.7078852653503418,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque tiene pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,3,pues es una simple pelota,0.9034184813499451,0.09576424956321716,-0.021256396546959877,-0.0022858530282974243,-0.0002839230000972748,-4.053860902786255e-05,-3.725290298461914e-09,-3.725290298461914e-09,1
23,por que grita,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,tiene pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,3,es brillante,0.9989748597145081,0.4912433922290802,0.19134101271629333,0.00505046546459198,0.005997594445943832,0.0011865049600601196,1.4901161193847656e-08,1.4901161193847656e-08,2
24,por que no habla en voz baja,0.8581504821777344,0.9127184748649597,0.31460851430892944,-0.018912509083747864,-0.014513028785586357,0.0,0.0,0.0,3,por que tiene pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,3,dinero,0.9994671940803528,0.9898320436477661,0.3334169387817383,0.001121431589126587,0.0029800795018672943,0.0003456920385360718,1.4901161193847656e-08,1.4901161193847656e-08,2
25,por que grita mucho,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que tiene pelo,0.9999999403953552,0.9999999403953552,1.0000001192092896,1.0000001192092896,1.0,1.0,1.0,1.0,3,por que la copa de la liga mx es de plata,0.8379087448120117,0.010765407234430313,0.025218753144145012,0.0030288156121969223,0.0010357853025197983,0.00031906552612781525,-3.725290298461914e-09,-3.725290298461914e-09,1
26,mi hermanito grita mucho,0.9971823692321777,0.7844446301460266,0.7142038941383362,0.7088611721992493,0.7079758644104004,0.7071068286895752,0.7071068286895752,0.7071068286895752,3,por que es divertido y causa una emoción feliz,-0.021069899201393127,-0.13732175529003143,-0.002937162294983864,0.006532493978738785,0.0043718693777918816,-9.313225746154785e-10,-9.313225746154785e-10,-9.313225746154785e-10,3,que es una pelota muy cara o con un sentimiento muy grande que es especial,0.9045803546905518,0.08829793334007263,-0.024724315851926804,-0.0016029831022024155,0.003064550459384918,0.00018131546676158905,-3.725290298461914e-09,-3.725290298461914e-09,3
27,es gordito y grita mucho,0.9999731779098511,0.9942496418952942,0.992002546787262,0.7161415815353394,0.712798535823822,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,tienen una melena peluda,0.26921752095222473,-0.1335660219192505,-0.07506418228149414,0.0028280531987547874,0.001516680233180523,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3,que es cara la agua que es muy escasa,0.9993605613708496,-0.11486530303955078,-0.21056391298770905,-0.06760627031326294,0.0054532745853066444,0.005719553679227829,1.1641532182693481e-09,1.1641532182693481e-09,3
28,por que el el hermano es u niño pequeño,0.9786319136619568,0.5923666954040527,0.2806304097175598,0.04949589818716049,0.006695449352264404,0.0,0.0,0.0,3,por que esta lleno de pelo,0.9998894929885864,0.9995648264884949,0.9842687845230103,0.7433234453201294,0.7086696028709412,0.7071068286895752,0.7071068286895752,0.7071068286895752,3,que puede llegar a ser la casa,0.9946192502975464,0.22171823680400848,-0.022694215178489685,-0.02825935184955597,-0.018576616421341896,0.004844063892960548,2.0954757928848267e-09,2.0954757928848267e-09,2
29,que hay muchos gritos,0.9799858331680298,0.8874223232269287,0.6379538774490356,-0.0018045026808977127,0.005150832235813141,-3.725290298461914e-09,-3.725290298461914e-09,-3.725290298461914e-09,3,por que los perros tiene pelos,0.00221996009349823,0.030045175924897194,0.03983840346336365,0.08717776834964752,0.0007829261012375355,-4.656612873077393e-10,-4.656612873077393e-10,-4.656612873077393e-10,3,es una pepita como una bola,0.9805757999420166,0.7178799510002136,-0.04894794523715973,-0.03893037885427475,-0.0011200420558452606,-0.0002427622675895691,-1.862645149230957e-09,-1.862645149230957e-09,1
30,que exagera al hacer berrinche,0.9358817338943481,0.3454301655292511,0.34384405612945557,0.05889540910720825,0.029874123632907867,0.0,0.0,0.0,3,esta peludo,0.7970322966575623,0.0016349628567695618,-0.00014945771545171738,0.00627896236255765,-4.2856670916080475e-05,4.656612873077393e-10,4.656612873077393e-10,4.656612873077393e-10,3,algo de plata,0.8379087448120117,0.010765407234430313,0.025218753144145012,0.0030288156121969223,0.0010357853025197983,0.00031906552612781525,-3.725290298461914e-09,-3.725290298461914e-09,1
31,no lo sé,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,que vale la pena,1.0,1.0000001192092896,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,3
32,que llora mucho ,0.998700737953186,0.8069036602973938,0.17132438719272614,0.0017557116225361824,0.001241123303771019,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,3,por que paren pelos ,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,1,que vale mucho ,1.0,1.0000001192092896,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,3
33,grita,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,3,por que es muy juguetón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,es de plata,0.8379087448120117,0.010765407234430313,0.025218753144145012,0.0030288156121969223,0.0010357853025197983,0.00031906552612781525,-3.725290298461914e-09,-3.725290298461914e-09,1
34,por que es divertido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,por que es peluda,0.25309157371520996,-0.12682484090328217,-0.10258534550666809,-0.0004151174798607826,0.00115637993440032,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,3,mi mama,0.9964126348495483,0.08506517112255096,-0.07382341474294662,0.009851217269897461,0.0034935763105750084,0.0016092807054519653,7.450580596923828e-09,7.450580596923828e-09,2
35,que cada que lo tocan hace un grito,0.8016844391822815,-0.19903552532196045,0.09266442805528641,-0.23006802797317505,-0.0008965944871306419,5.820766091346741e-10,5.820766091346741e-10,5.820766091346741e-10,2,por que tiene sentido,0.8942628502845764,-0.06945879012346268,-0.026049520820379257,0.004583749920129776,0.0034453608095645905,4.6566128730773926e-09,4.6566128730773926e-09,4.6566128730773926e-09,1,por que un balón es como una pelota y es de color plata,0.6998941898345947,0.4016457796096802,0.40743786096572876,0.39770811796188354,0.3239389657974243,0.2959024906158447,0.2886751890182495,0.2886751890182495,1
36,que su hermanito tiene muchas energías para gritar,0.9939676523208618,0.31836390495300293,0.22705096006393433,-0.0005926266312599182,0.0006376951932907104,0.0,0.0,0.0,3,por que es una forma de expresar un pensamiento,0.9469795823097229,0.02443554997444153,0.0006620064377784729,-0.0006434880197048187,-0.0005090795457363129,1.3969838619232178e-09,1.3969838619232178e-09,1.3969838619232178e-09,1,es una pelota cubierta de plata,0.8638075590133667,0.03546948730945587,0.0012078247964382172,0.0005299486219882965,0.0004939623177051544,0.00010121427476406097,-3.725290298461914e-09,-3.725290298461914e-09,1
37,que mi hermanito no para de gritar,0.9939676523208618,0.31836390495300293,0.22705096006393433,-0.0005926266312599182,0.0006376951932907104,0.0,0.0,0.0,3,por que tiran pelo,0.9999999403953552,0.9999999403953552,1.0000001192092896,1.0000001192092896,1.0,1.0,1.0,1.0,2,yo soy como una pelota de plata en el fútbol,0.8669619560241699,0.029511895030736923,-0.00040615908801555634,-0.001971755176782608,-4.445016384124756e-05,0.0007657371461391449,2.1420419216156006e-08,2.1420419216156006e-08,3
38,que su hermano grita mucho,0.8792247772216797,0.7222405076026917,0.7112906575202942,0.7097383737564087,0.7078852653503418,0.7071067690849304,0.7071067690849304,0.7071067690849304,3,porque el poema refleja la acción de cada persona en una pelota,0.7391528487205505,-0.0029323697090148926,-0.009120732545852661,-0.007677346467971802,0.002162843942642212,1.4901161193847656e-08,1.4901161193847656e-08,1.4901161193847656e-08,3,que la pelota vale mucho,0.9151430726051331,0.46051639318466187,0.6676687002182007,0.7069628238677979,0.7067899703979492,0.7072999477386475,0.7071068286895752,0.7071068286895752,2
39,que su hermano es alguien que grita mucho,0.8831620812416077,0.713683009147644,0.713140606880188,0.5894525647163391,0.5851966738700867,0.5773502588272095,0.5773502588272095,0.5773502588272095,3,por que esta lleno de pelos,0.012399636209011078,0.05333421006798744,0.058619774878025055,7.830746471881866e-05,0.0004157554358243942,2.3283064365386963e-09,2.3283064365386963e-09,2.3283064365386963e-09,3,es algo de mucho valor y también bello y pensó que lo que mejor queda con eso es la esperanza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
40,que cuando le pegan el se pone a gritar,0.7954286336898804,0.030039310455322266,-0.014499075710773468,-0.004265338182449341,0.003210153430700302,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,2,por que no se  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,que la pelota es color amarilla,0.5399010181427002,0.4961802065372467,0.5055433511734009,0.500461995601654,0.4347701966762543,0.40860694646835327,0.40824830532073975,0.40824830532073975,1
41,porque se la pasa gritando el pensativo ,0.7602612972259521,0.4075632691383362,0.14956484735012054,-0.0015781745314598083,-0.0006264597177505493,0.0,0.0,0.0,2,por que tiene mucho pelo,0.9999999403953552,0.9999999403953552,1.0000001192092896,1.0000001192092896,1.0,1.0,1.0,1.0,1,que es una pelota de plata,0.8638075590133667,0.03546948730945587,0.0012078247964382172,0.0005299486219882965,0.0004939623177051544,0.00010121427476406097,-3.725290298461914e-09,-3.725290298461914e-09,1
42,que grita mucho,1.0,0.9999998807907104,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,2,como ya lo había mencionado no quiero ser pervertido pero el testículo tiene pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,1,que tiene un temple o una conciencia limpia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,mi hermano esta muy gordo y se la pasa gritando,0.9313817024230957,0.39713054895401,0.11532726138830185,0.009675050154328346,0.0043045394122600555,3.725290298461914e-08,3.725290298461914e-08,3.725290298461914e-08,1,porque nada tiene sentido,0.8942628502845764,-0.06945879012346268,-0.026049520820379257,0.004583749920129776,0.0034453608095645905,4.6566128730773926e-09,4.6566128730773926e-09,4.6566128730773926e-09,1,es metáfora como si dijera yo el rostro de mi novia,0.9821597337722778,0.8574840426445007,0.6976632475852966,0.43690893054008484,0.0781640037894249,0.0010494831949472427,0.0,0.0,1
44,si porque frita mucho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,por mi reporte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,si eres rico puedes,0.997509241104126,-0.22972360253334045,-0.1470191776752472,-0.10055038332939148,-0.05337526649236679,-1.1323951184749603e-05,0.0,0.0,1
45,que empieza a gritar,0.7962353825569153,0.043039411306381226,-0.013974420726299286,-0.004301425069570541,-0.0007445216178894043,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,1,es redonda,0.8721604347229004,0.5623838305473328,0.1112029105424881,0.0009938590228557587,0.0009433943778276443,2.7939677238464355e-09,2.7939677238464355e-09,2.7939677238464355e-09,1,que una plata,0.8379087448120117,0.010765407234430313,0.025218753144145012,0.0030288156121969223,0.0010357853025197983,0.00031906552612781525,-3.725290298461914e-09,-3.725290298461914e-09,1
46,por que chilla mucho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,una naranja apachurrada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,por que tiene muchos pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,1,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48,que mi hermano en redondo y grita mucho,0.8826773166656494,0.7184081077575684,0.7070699334144592,0.6981493830680847,0.6921342611312866,0.577350378036499,0.577350378036499,0.577350378036499,1,por si,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,que como la luna es plateada por eso es una pelota de plata,0.5947867035865784,0.39872393012046814,0.34125077724456787,0.2970900237560272,0.299434095621109,0.28895097970962524,0.28867512941360474,0.28867512941360474,3
49,porque los hermanos lloran mucho,0.8122813701629639,0.6102793216705322,0.9046372175216675,-0.02018788643181324,0.0076088979840278625,2.3283064365386963e-10,2.3283064365386963e-10,2.3283064365386963e-10,1,ns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,no dice mentiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,pues es lo que se me bino ala mente,0.2588607966899872,-0.11787500232458115,-0.050480812788009644,-0.023755526170134544,0.0005365265533328056,3.14321368932724e-09,3.14321368932724e-09,3.14321368932724e-09,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51,que su hermano se la pasa gritando o sea es un desastroso,0.9261894226074219,0.34626534581184387,0.14121633768081665,0.0015936866402626038,0.0015863161534070969,7.450580596923828e-09,7.450580596923828e-09,7.450580596923828e-09,3,r1gf3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,una moneda,0.9966199398040771,0.945540726184845,-0.04455713927745819,-0.0034838300198316574,-0.00027607381343841553,0.00031788647174835205,8.940696716308594e-08,8.940696716308594e-08,1
52,explica que el hermano grita mucho e inquieto,0.8871403932571411,0.7096226215362549,0.6936284899711609,0.6891658306121826,0.5819047689437866,0.5773501992225647,0.5773501992225647,0.5773501992225647,3,porque es peludo,0.7970322966575623,0.0016349628567695618,-0.00014945771545171738,0.00627896236255765,-4.2856670916080475e-05,4.656612873077393e-10,4.656612873077393e-10,4.656612873077393e-10,1,explica que una pelota de plata es algo valioso o importante,0.8710230588912964,0.12825609743595123,-0.027677208185195923,-0.006597146391868591,0.0016207844018936157,-0.000100746750831604,1.862645149230957e-09,1.862645149230957e-09,1
53,13fg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,porque tiene pelos es chiquito ya se parece a una pelota de pelos,0.062257394194602966,0.001712936908006668,0.0056000277400016785,0.014315277338027954,-0.00021416693925857544,0.0,0.0,0.0,0,1g3f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,es gritón,0.8162044882774353,0.6961987614631653,-0.018814265727996826,0.016622580587863922,-0.00028957054018974304,3.725290298461914e-09,3.725290298461914e-09,3.725290298461914e-09,3,porque tiene muchos pelos,-0.02488129585981369,0.007152313366532326,0.014267129823565483,0.026798000559210777,0.0012745857238769531,0.0,0.0,0.0,3,bala de cañón,0.9922400712966919,-0.19570675492286682,0.15681971609592438,0.004441909492015839,-0.01327449455857277,-0.00013729953207075596,2.9103830456733704e-10,2.9103830456733704e-10,1
55,que su hermanito es gordo y grita mucho,0.9987739324569702,0.7733218669891357,0.7127518653869629,0.5850943922996521,0.5823131203651428,0.577350378036499,0.577350378036499,0.577350378036499,3,por que es una bola de hilos con pelos,-0.0022873729467391968,0.03145788609981537,-0.0020986469462513924,-0.0017749438993632793,0.0001382678747177124,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,3,porque la luna es color plateado,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
56,se refiere a que el hermanito siempre grita,0.9993149042129517,0.7850478291511536,0.6771261692047119,0.5920440554618835,0.5823439359664917,0.5773502588272095,0.5773502588272095,0.5773502588272095,3,porque es un animal peludo,0.5464296936988831,0.005208635702729225,0.0005648806691169739,0.0012061800807714462,0.005531005561351776,0.0,0.0,0.0,3,escogí la luna porque es redonda y brilla como la plata,0.8086699843406677,0.5241703987121582,0.4375106394290924,0.3518249988555908,0.29986366629600525,0.2890481650829315,0.28867512941360474,0.28867512941360474,3
