"x"
"papa"
"mi hermana"
"la pelota"
"luna"
"la luna"
"La luna"
"la luna"
"la luna"
"la moneda"
"el aire"
"aluminio"
"Mi abuela"
"mi hermano"
"mi tia"
"celular"
"el alma"
"la luna"
"luna"
"la luna"
"cerebro"
"el"
"el planeta"
"La Bola de cristal"
"el"
"el"
"LA LUNA"
"el"
"la luna"
"La luna"
"luna"
"la esfera"
"la luna"
"la luna"
"La luna"
"la luna"
"luna"
"La luna"
"la luna"
"Lla luna"
"La moneda"
"eso"
"la luna"
"luna"
"la luna"
"PAPÁ"
"luna"
"La luna"
"el anillo"
"luna"
"La Luna"
"El"
"la luna"
"la luna"
"la luna"
"La luna"
"luna"
"La luna"
"La luna"
"Luna"
"la mente"
"la luna"
"la luna"
"la luna"
"luna"
"dinero"
"La luna"
"luna"
"el pajaro"
"La vida"
"mi hermano"
"amiga"
"La Luna"
"la mujer"
"la luna"
"la luna"
"la luna"
"vida"
"Mercurio"
"papa"
"mi mama"
"friends"
"la luna"
"La luna"
"hermana"
"papa"
"Luna"
"la luna"
"Mi collar"
"la luna"
