"line","word"
98,"una pelota de pelo no se puede porque se desata "
99,"que está hecha de pelos"
100,"el mundo"
101,"axila"
102,"(dormido)"
103,"no sé"
104,"perro porque tiene mucho pelo"
105,"no sé"
106,"el coco porque es redondo y circular y además tiene pelos"
107,"no entiendo"
108,"no entiendo"
109,"no se me ocurre ninguna"
110,"el vello porque cuando te lo quitas puedes hacer una pelota de vellos"
111,"una pelota que tiene de adorno pelos"
112,"mi primo es una pelota divertida"
113,"una pelota de oro, porque una pelota de pelos nadie la quiere"
114,"cabeza porque tiene pelos"
115,"perro tiene mucho pelo"
116,"un gato tiene pelos"
117,"si"
118,"no sé"
119,"rata"
120,"pelota de piojos porque es algo del cabello"
121,"no existe"
122,"hamster, porque tiene alrededor de su rostro pelo"
123,"pelota"
124,"que mi mamá tiene pelo en la cabeza"
125,"mi perro es una pelota de pelos"
126,"una pelota con líneas delgadísimas porque así es el cabello"
127,"perro, cabeza, rata, hamster, conejo, ratón."
128,"cabeza porque tiene pelos"
129,"la cabeza"
130,"un peluche, una almohada, el algodon, etc, porque tienen pelos pero de diferente material"
131,"gato, chango, león, perro porque tienen pelos*"
132,"cualquier animal porque tiene pelos"
133,"un gatito porque los gatos  tienen muchos pelos"
134,"perro*"
135,"su cabeza"
136,"mi perro porque tiene mucho pelo"
137,"un perro"
138,"la cabeza porque tiene muchos pelos"
139,"una pelota traviesa y gritona"
140,"no lo se"
141,"o sea que es una pelota peluda"
142,"que hay cosas con muchos pelos, como el perro o gato"
143,"perro o hamster porque tienen muchos pelos*"
144,"perro porque tiene mucho pelo*"
145,"mi papá, un chango, un gato, un león, un gorila"
146,"perro que lo saco a pasar"
147,"un oso"
148,"una cabeza porque hay mucho pelos, un juguete que sea de pelos u otra cosa, etc"
149,"un círculo porque es redondo como las pelotas"
150,"una peluca de pelos"
151,"perro porque son muy peludos*"
152,"cabeza porque es una pelota y tiene pelos*"
153,"creo que es ser genial"
154,"las manos porque salen pelos"
155,"una bola con pelos"
156,"un balón con picos porque parecen pelos"
157,"una bola de pelos de gato"
158,"gato porque tiene muchos pelos"
159,"un peluche"
160,"cualquier otra mascota que penga pelos"
161,"una bola de estambre porque tiene forma de pelos"
162,"que tiene mucho pelo"
163,"su pc porque el niño se divierte"
164,"un gato porque es muy peludo"
165,"sus primos porque son buenos"
166,"un perro porque tiene mucho pelo"
167,"es que es muy chido, porque cuando dice pelos se refiere a chido, valiente, etc."
168,"porque se le cae el pelo"
169,"un balón de espinas porque tendría mucha similitud"
170,"una cabeza o cabello, porque la cabeza es la pelota y los pelos son los cabellos"
171,"solo el perro"
172,"gato porque tiene pelos"
173,"un animal porque los animales tienen pelos"
174,"mi oso panda"
175,"pues un pájaro porque es muy peludo"
176,"perro porque ya que todo lo ve como una pelota todo es una pelota"
177,"gato, hamster porque los dos tienen mucho pelo"
178,"la cabeza porque tiene pelo"
179,"perro, hamster, oso o monos"
180,"una pelota grande depende a que se refiera de pelos o el pelo "
181,"un amigo porque puede tener mucho pelo"
182,"tiene muchos pelos o podria ser un animal"
183,"un animal, perro, gato, cebra porque tienen pelos*"
184,"una bola de pelos"
185,"porque tiene mucho pelo"
186,"mi perro porque tiene pelos"
187,"el padre tiene mucho pelo"
188,"un gato"
189,"un gato o un perro"
190,"perro porque tiene muchos pelos"
191,"mi amigo es una pelota de pelos, mi amigo es lo mejor"
192,"sería como una mascota"
193,"un perro"
194,"un oso porque está gordo y peludo"
195,"una persona de pelos, porque pelota es como decir persona"
196,"el pecho porque también crece pelo"
197,"un gato porque ellos tienen muchos pelos "
198,"mi perro porque tiene muchos pelos"
199,"un gato, un hamster, una rata y un cote, porque tienen mucho pelo"
200,"pelota de volleyball, pelota de tennis, baseball, y football"
201,"puede ser muy suave"
202,"un perro york o un poodle porque tienen mucho pelo, pero el que mas peludo está, es el york."
203,"un gato"
204,"una cabeza tiene muchos pelos"
205,"una bola de estambre o una cabeza de pelo"
206,"un perro, los perros tienen mucho pelo en todas partes"
207,"papá (jajajaja) la verdad no sé, solo lo puse porqué no pensaba en nada mas"
208,"no sé"
209,"tu porque eres la única que falta"
210,"mi gato porque suelta mucho pelo"
211,"bola de pelos de los gatos"
212,"la cabeza de chewbacca"
213,"mi mamá"
214,"la axila"
215,"un perro gordo"
216,"una mascota porque mi mascota es una bola de pelos bueno está peluda"
217,"una pelota y otra pelota porque es la pelota con doble pelota"
218,NA
219,"su perro, porque tiene pelos"
220,"un gato, porque tiene pelos"
221,"que se le sueltan los pelos"
222,"una pelota de gatos"
223,"un perro, porque tiene pelos"
224,"un leon, porque tiene mucho pelo"
225,"algo extrano."
226,"un maniqui con una peluca"
227,"porque la pelota es de pelos."
228,"otro gato."
229,"tennis porque es un tipo de pelota que tiene pelitos"
230,"una cosa tiene pelo"
231,"que se puede peinar"
232,"el trapeador, porque tiene pelos"
233,"mi gato"
234,"que la pelota tiene pelos"
235,"mi cabeza, porque tengo mucho cabello"
236,"porque no"
237,"que es muy peludo"
238,"perro, porque tienen pelos"
239,"mi cabeza "
240,"tal vez su amigo es muy importante"
241,"cabeza, es redonda y con cabello"
242,"perro, es un animal peludo"
243,"trapeador"
244,"gato"
245,"cabeza, tiene mucho cabello"
246,"gato porque son peluditos"
247,"no se"
248,"alguien bueno"
249,"un perro con pelos porque tiene mucho pelo"
250,"un perro con pelos"
251,"porque una pelota de pelos la puede tener todos"
252,"gato porque es peludo"
253,"una persona porque suena como una persona"
254,"conejo porque es peludo y lindo"
255,"no se"
256,"mi cabeza es una pelota de pelos porque es, asi :)"
257,"gato porque es peludo *"
258,"no se"
259,"un perro porque tiene mucho pelo"
260,"una pelota que se le pegaron pelos del piso *"
261,"gato porque son peludos"
262,"oso de peluche porque tiene mucho pelo"
263,"una mascota"
264,"un kiwi porque los kiwis son un poco redondos y tienen pelito por afuera"
265,"un coco porque es redondo y tiene pelos"
266,"un pajaro"
267,"una cabeza"
268,"su papa porque los hombres tienen pelos en las piernas y el pecho"
269,"una cabeza porque tiene pelos"
270,"mi cabello porque esta hecho de pelos"
271,"gato porque es peludo*"
272,"pasto porque le sale mucho pasto y parece"
273,"mi hermanita porque se enoja mucho"
274,"un perro esta cubierto de pelos"
275,"el cabello"
276,"una pelota que tiene pelitos porque tiene pelitos por todas partes"
277,"un gato, porque tiene pelos*"
278,"perro, porque tienen mucho pelo*"
279,"leon, porque tienen mucho pelo*"
280,"pelota con hilos"
281,"gato, es peludo"
282,"papa, tiene pelo en brazos y barba"
283,"mi hermano porque tiene el pelo largo"
284,"oso, es peludo"
285,"peluche, porque es peludo"
286,"papa, porque se peina para arriba"
287,"animales, son peludos"
288,"mi abuelita, es muy activa"
289,"mi hermana, siempre se enoja"
290,"cabeza"
291,"no se"
292,"gatos sueltan pelos"
293,"gato, es peludo"
294,"papa, tiene pelo en brazos y barba"
295,"cabeza de un perro"
296,"un lobo porque tiene pelos"
297,"los gatos o perros tienen pelos"
298,"gato perro leon"
299,"gato porque es peludo"
300,"cabello tiene pelos"
301,"coco tiene pelos"
302,"la parte de arriba de un arbol"
303,"coco tiene pelos"
304,"cabello en tu cabeza"
305,"nada"
306,"juntando muchos pelos y hacerlos bolas"
307,"no se me ocurre nada"
308,"una pelota pinpojos"
309,"pulsera puede ser algo de pelos"
310,"alguien que es bueno"
311,"porque no tiene pelos"
312,"cuando se llenan de pelos"
313,"una pelota de pelos porque se parecen"
314,"estrella brilla"
315,"mi corazon"
316,"mi primo porque puede ser tambien su primo"
317,"perro porque tiene pelos*"
318,"perro porque tiene mucho pelo*"
319,"gato porque tiene muchos pelos"
320,"los gatos hacen pelotas de pelos cuando se lamben"
321,"la mascota"
322,"perro porque esta cubierto de pelos"
323,"la cabeza porque tiene cabellos"
324,"los gatos porque tienen mucho pelo"
325,"por ejemplo mi perro es una pelota de pelos"
326,"el pelo porque se cae y podria hacer una pelota de pelos"
327,"que tiene muchos pelos"
328,"una bola de pelos porque es como una bola de pelos de tu gato o cuando se te cae el cabello y formas una bolita con el"
329,"pasto, porque tiene mucha hierba que parece pelo"
330,"la cabeza porque tiene mucho cabello"
331,"una persona y animal. porque seria divertido"
332,"gato porque es peludo*"
333,"gato porque es peludo*"
334,"perro porque es peludo*"
335,"mono, porque es peludo*"
336,"perro porque tiene mucho pelo"
337,"gato porque es de pelos"
338,"no se"
339,"gato porque tiene pelos*"
340,"la bola de estambre porque tiene muchos pelos"
341,"mi papa, porque a veces esta peludo"
342,"gato porque esta cubierto de pelos"
343,"un perro, porque rima con la otra palabra"
344,"que esta bonita y es una de sus preferidas"
345,"podria ser una esponja"
346,"tiene muchos pelos"
347,"el cabello porque como tenemos mucho cabello, parece una bola de pelos."
348,"mi mama o mi hermano"
349,"un gato"
350,"mi cabeza tiene mucho pelo"
351,"gato"
352,"perro porque tiene pelos*"
353,"papa, porque cuando se enoja se le paran los pelos"
354,"perro porque los perros tienen pelo en la cabeza"
355,"gato, perro, cabello, por su pelo*"
356,"su mascota porque se esponja"
357,"un enrredadero de cabello porque se enreda cada vez mas"
358,"yo creo que puede ser mi cabello porque es mucho"
359,"perro porque tiene pelos*"
360,"la cabeza esta llena de muchos pelos"
361,"cuando te cepillas mucho el cabello, se te quedan pelotas"
362,"es una pelota de pelusa porque tiene mucho pelo"
363,"puede ser que haya muchas cosas con pelo o la pelota"
364,"porque tiene mucho pelo, es una pelusa o perrito en cachorro"
365,"un perro o la barba de mi papa"
366,"un animal grande redondo pelos"
367,"no contesto"
368,"es una almohada"
369,"algo peludo, porque tiene mucho pelo"
370,"arbol porque tiene muchas hojas y es redondo"
371,"mi perro, esta lleno de pelos"
372,"perro porque esta lleno de pelos"
373,"tu cabeza"
374,"perro porque se hacen bolita y tienen pelo"
375,"gatos tienen mucho pelo"
376,"el gato porque a los gatos les gustan  las bolas de estambre"
377,"perro porque esta muy peludo"
378,"los gatos"
379,"los pelos que se caen forman pelota de pelos porque a las mujeres se nos cae el pelo"
380,"mi mama porque tiene mucho pelo"
381,"perro porque tiene mucho pelo"
382,"gatos porque hay gatos que parecen una bola de pelos"
383,"un perro, un peluche, un gato, etc"
384,"una rebelion de cabello"
385,"yo digo que puede ser el estambre porque se puede hacer como una pelota"
386,"una cabellera pues porque tiene pelos"
387,"perro porque puede ser algo gordito y tiene pelo"
388,"un animal porque tiene pelos"
389,"mi perro"
390,"un gato porque tiene pelos al igual que el perro"
391,"mi cabeza porque tengo mucho pelo"
392,"mi perrito"
393,"el abuelo porque tiene pelo"
394,"un perro porque tiene muchos pelos"
395,"perro porque es peludo*"
396,"perro porque tiene mucho pelo"
397,"gato"
398,"el perro porque los perros estan muy peludos"
399,"otra puede ser mi perro tiene mucho cabello y esta gordito"
400,"su mascota"
401,"esta muy bonita mi pelota"
402,"una pelota llena de pelos porque la llenaron de pelos"
403,"pelota suave, algunos pelos son suaves"
404,"animal porque los animales tienen pelos"
405,"un perro porque el perro tiene muchos pelos"
406,"una bolsa porque hay bolsas que son muy padres o tienen muchos pelitos"
407,"perro porque puede tirar pelos por todos lados*"
408,"porque el perro puede tirar pelotas"
409,"saltar, gritar, etc."
410,"una bola de pelusa"
411,"yo porque alegro el dia a mis amigos"
412,"un gato,porque tiene pelo"
413,"el hilo, porque es como un cabello"
414,"un perro porque un perro puede ser gordo y tiene mucho pelo"
415,"perro porque es peludo*"
416,"gato porque tiene pelo*"
417,"tia porque tiene mucho cabello"
418,"un miembro familiar con mucho cabello"
419,"perro porque tiene mucho pelo*"
420,"su cabello, porque esta cubierto de pelos"
421,"el perro o el gato"
422,"un cabello con muchos pelos, un jamster, un conejo"
423,"la ropa, porque puede que la ropa tenga muchas pelusas que parezcan pelos"
424,"podria ser un perro o un animal porque tienen mucho pelo los perros y una pelota es como decir mi perro es una bola de pelos"
425,"gato"
426,"no se porque dije mascota"
427,"tal vez los arboles (porque algunos son redondos y suaves)"
428,"podria ser un conjunto de pelos acumulados en forma de pelota*"
