"line","word"
126,"no, porque las pelotas no cantan*"
127,"pelota que tiene ojos y boca, nariz y habla"
128,"no, porque las pelotas rebotan no cantan"
129,"si, porque se le entiende a lo que dice"
130,"no, porque nadamas dices pelota"
131,"si, tiene sentido porque si pones una persona tiene sentido"
132,"si, porque le gusta cantar"
133,"no, porque las pelotas no cantan*"
134,"si, porque es como tu mama cantara"
135,"no, es sentido figurado mas no literal"
136,"si, porque canta"
137,"si, porque puede ser una persona"
138,"no, porque las pelotas no cantan"
139,"no, porque no puede haber pelotas que canten en la vida real"
140,"no, porque las pelotas no cantan"
141,"si, porque al momento que rebota suena"
142,"no, porque la pelotas que cantan no existen"
143,"no, porque las pelotas no tienen cerebro, entonces serian como unos zombies porque no tienen cerebro"
144,"si, porque tu mama puede cantar"
145,"no, porque las pelotas no cantan"
146,"un senor que esta gordito y canta"
147,"no, porque las pelotas no hablan*"
148,"si, porque puede referirse al sentido figurado como el poema, esta escrito en figurado o literal"
149,"no, porque esta en sentido figurado"
150,"si, eso creo yo"
151,"no, porque simplemente las pelotas no cantan"
152,"si, porque en un poema las frases no deben tener sentido, pero esto significa algo como que alguien canta porque no es literalmente lo que dice la frase."
153,"si, porque un poema tiene tipos de textos, literal y figurado, en figurado es: mi mama canta"
154,"no, porque las pelotas no tienen boca"
155,"si, porque tiene algo de sentido"
156,"no, porque no tiene boca para hablar"
157,"si, porque se esta refiriendo a cosas"
158,"no, porque las pelotas no hablan"
159,"si, porque esta en sentido figurado"
160,"si, porque su mama canta"
161,"no, porque no rima la frase"
162,"si, porque su mama canta"
163,"no, porque las pelotas no cantan*"
164,"no, porque las pelotas no hablan *"
165,"si, porque mi mama canta"
166,"no, porque las pelotas no cantan"
167,"si, porque es alguien que le gusta cantar"
168,"si, porque dice que su mama canta"
169,"no, porque una pelota no tiene boca por eso no canta"
170,"si, porque una pelota representaria un objeto cualquiera"
171,"no, porque es una cosa material"
172,"no, porque no tienen suficientes palabras para explicar el poema"
173,"no, porque las pelotas solo son para jugar, no para cantar"
174,"no, porque las pelotas no cantan, es como si una pelota cantara despacito"
175,"no, porque yo no he visto una pelota que canta"
176,"si, porque se refiere a su mama"
177,"no, porque las pelotas no cantan"
178,"no, porque las pelotas no hablan"
179,"no,porque no es tan comprensible"
180,"no,porque no puede haber un objeto que cante, eso seria imposible y absurdo"
181,"si, porque es una forma de describir a alguien"
182,"no, porque no hay pelotas que canten"
183,"no, porque las pelotas no cantan solo con la imaginacion"
184,"no, porque las pelotas no hablan*"
185,"si, porque canta canciones"
186,"no, porque no creo que vaya? a cantar"
187,"no, nadie entenderia"
188,"si, porque se refiere a que su mama canta"
189,"si, porque tiene muchas curvas"
190,"si,porque esta hablando de su familia"
191,"no, es algo ironico"
192,"no, porque es una pelota normal"
193,"no, porque las pelotas no cantan"
194,"no, porque una pelota no puede cantar"
195,"si, porque es su forma de expresarse hacia las personas"
196,"no, porque las pelotas en si no pueden hablar"
197,"no, porque las pelotas no cantan*"
198,"no, porque las pelotas no tienen vida"
199,"no porque una pelota es una objeto inmovil"
200,"en la diversion en juego puede (hacer mas cosas??) en la pelota"
201,"no, porque las pelotas no hablan"
202,"no, porque las pelotas no pueden cantar y porque no tienen cuerdas vocales"
203,"no, porque las pelotas no cantan"
204,"no, porque las pelotas no cantan"
205,"no, porque una pelota se usa para jugar y porque es de plastico"
206,"no,porque las pelotas no hablan y si no hablan no cantan"
207,"si, porque si con pelotas se refieren a personas entonces si, porque las mamas siempre cantan"
208,"si, porque mi mama canta"
209,"no, porque las pelotas no cantan"
210,"no, porque las cosas no hablan"
211,"no, porque las pelotas no cantan"
212,"si, porque la tecnologia hizo a sphero una pelota robot que habla y canta"
213,"no, porque dice cosas extranas"
214,"no, porque la puedes botar, pero no va a cantar"
215,"no, porque las pelotas no hablan*"
216,"imaginense una pelota cantar, no es normal"
