,Unnamed: 0,que mi hermanito grita mucho,limpio,similarity,wmdistances,n_similarities,distance,spacy
105,105,que ese hermanito llora mucho y grita mucho,"['hermanito', 'llora', 'grita']",0.3196013,0.01392712153296854,0.8168178,0.6803987224896749,0.8168178476925956
106,106,que es muy gritona,['gritona'],0.026969165,0.040905175442481415,0.020287216,0.9730308353900909,0.020287219285663093
107,107,que mi  hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
108,108,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
109,109,que su hermano es griton,"['hermano', 'griton']",0.0031861067,0.039237635033791886,-0.007655694,0.9968138951808214,-0.0076556848211667165
110,110,que llora y grita cuando necesita algo,"['llora', 'grita', 'necesita']",0.2183209,0.01879942879925296,0.5583055,0.781679111532867,0.5583055212733222
111,111,que es muy divertido y grita mucho,"['divertido', 'grita']",0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
112,112,que es muy gritona,['gritona'],0.026969165,0.040905175442481415,0.020287216,0.9730308353900909,0.020287219285663093
113,113,porque esta gordito y es griton,"['gordito', 'griton']",0.113005824,0.03905640027033538,0.22236189,0.8869941756129265,0.22236190551762802
114,114,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
115,115,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
116,116,si ,[],False,False,False,False,0.0
117,117,si que es un bebe y que le meten un ladrillo por  la boca para callarlo,"['bebe', 'meten', 'ladrillo', 'boca', 'callarlo']",0.03909273,0.039852478174686436,0.057638317,0.960907269269228,0.05763831214259854
118,118,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
119,119,porque grita,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
120,120,si porque tal vez asi es y les guste decirle asi,"['guste', 'decirle']",False,False,False,False,0.0
121,121,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
122,122,NS,['NS'],False,False,False,False,0.0
123,123,de que mi pelota es muy gritona commo mi hermano,"['pelota', 'gritona', 'commo', 'hermano']",-0.029264785,0.041509877206371136,-0.0899903,1.0292647847284873,-0.08999032618202636
124,124,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
125,125,que mi hermanito grita mucho,"['hermanito', 'grita']",0.5221621,0.0,1.0,0.47783794440329075,0.999999978471629
126,126,que mi  hermano siempre grita,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
127,127,que el hermano siempre grita,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
128,128,que su hermano rueda,"['hermano', 'rueda']",-0.074955,0.043174899446899076,-0.12140648,1.0749550014734268,-0.12140648761797733
129,129,que su hermanito grita mucho,"['hermanito', 'grita']",0.5221621,0.0,1.0,0.47783794440329075,0.999999978471629
130,130,que es griton y juega con una pelota,"['griton', 'juega', 'pelota']",0.020759348,0.0403179236552529,0.03657911,0.9792406531050801,0.03657911433729185
131,131,que es muy jugueton y grita mucho,"['jugueton', 'grita']",0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
132,132,que mi hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
133,133,tu hermanito satltara y saltara y no tiene sentido,"['hermanito', 'satltara', 'saltara', 'sentido']",0.5221621,0.020206093788146973,0.66603005,0.47783794440329075,0.6660299988259849
134,134,que su hermano no para de gritar,"['hermano', 'gritar']",-0.010958327,0.040421507326360795,-0.037604585,1.0109583269804716,-0.03760458207488724
135,135,que cuando juega con la pelota grita,"['juega', 'pelota', 'grita']",0.24117678,0.020210823709443212,0.5390708,0.7588232308626175,0.539070825667263
136,136,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
137,137,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
138,138,que no puede haber pelotas asi,['pelotas'],False,False,False,False,0.0
139,139,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
140,140,que cuando rebota suena como un grito,"['rebota', 'suena', 'grito']",False,False,False,False,0.0
141,141,que mi hermanito siempre grita a cada segundo,"['hermanito', 'grita']",0.5221621,0.0,1.0,0.47783794440329075,0.999999978471629
142,142,una pelota de gritos porque los bebes siempre lloran. gritan. eructan y muchas mas cosas,"['pelota', 'gritos', 'bebes', 'lloran', 'gritan', 'eructan']",0.06348787,0.039777757149472834,0.16551957,0.9365121265873313,0.16551957183494037
143,143,que su hermano grita mucho y le gusta saltar,"['hermano', 'grita', 'gusta', 'saltar']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
144,144,o sea que chilla mucho,['chilla'],-0.01743406,0.042277987866176286,-0.019028418,1.0174340605735779,-0.01902841714403057
145,145,que su hermano grita bien alto,"['hermano', 'grita', 'alto']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216325947819
146,146,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
147,147,pues se refiere a que su hermanito es muy griton o grita mucho,"['refiere', 'hermanito', 'griton', 'grita']",0.280204,0.019404227538645267,0.74162805,0.7197960019111633,0.741628093071247
148,148,que su hermano grita o llora todo el dia,"['hermano', 'grita', 'llora']",0.12056226,0.026680796348848335,0.3628745,0.8794377415130535,0.36287448799508587
149,149,que mi hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
150,150,porque le encanta gritar,"['encanta', 'gritar']",0.053038348,0.04047812430082821,0.07066457,0.9469616524875164,0.07066456474686643
151,151,que es muy griton,['griton'],0.081327215,0.03912271664053202,0.11515425,0.918672788888216,0.1151542445360618
152,152,que su hermano es chillon o griton,"['hermano', 'chillon', 'griton']",-0.0075312504,0.03955608601619286,-0.025981657,1.007531251758337,-0.025981672515495095
153,153,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
154,154,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
155,155,que cuando grita es que quiere algo,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
156,156,mi hermanito grita porque se eleva la pelota,"['hermanito', 'grita', 'eleva', 'pelota']",0.33483854,0.014297516612722671,0.80097973,0.6651614687095085,0.8009797843840909
157,157,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
158,158,que su hermanito grita y es redondo,"['hermanito', 'grita', 'redondo']",0.5221621,0.0,1.0,0.47783794440329075,1.000000041347149
159,159,porque su hermano se la pasa gritando todo el tiempo,"['hermano', 'pasa', 'gritando']",-0.037843794,0.04235457183047962,-0.11484539,1.0378437923888366,-0.11484536784819663
160,160,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
161,161,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
162,162,que su hermano llora mucho,"['hermano', 'llora']",-0.08023764,0.04211252331970074,-0.15989026,1.080237640067935,-0.1598902659360073
163,163,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
164,164,que llora mucho y molesta,"['llora', 'molesta']",-0.08552028,0.04178141892800853,-0.13207121,1.0855202786624432,-0.1320711933992966
165,165,que su hermano grita muy fuerte diario,"['hermano', 'grita', 'fuerte', 'diario']",0.17096211,0.02611239217357626,0.46667314,0.8290378954261541,0.4666731620690246
166,166,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
167,167,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
168,168,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
169,169,porque seguramente es un bebe y los bebes gritan y lloran,"['seguramente', 'bebe', 'bebes', 'gritan', 'lloran']",0.064684816,0.03995690888171794,0.15962481,0.9353151824325323,0.15962481038822127
170,170,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
171,171,creo que es mi hermano pero  grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
172,172,que hermanito es un griton. chillon. comelon. etc.,"['hermanito', 'griton', 'chillon', 'comelon', 'etc.']",0.19150777,0.02680242025929283,0.43063003,0.8084922327349583,0.4306300210548189
173,173,que grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
174,174,que el hermano es travieso y grita mucho,"['hermano', 'travieso', 'grita']",0.10979526,0.027566640225194165,0.33939323,0.8902047506223122,0.33939324516778047
175,175,que su hermano grita mucho y todo lo que dice tiene que ver con pelotas,"['hermano', 'grita', 'pelotas']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216325947819
176,176,que su hermano grita y llora mucho,"['hermano', 'grita', 'llora']",0.12056226,0.026680796348848335,0.3628745,0.8794377415130535,0.36287448799508587
177,177,que mi hermanita grita,"['hermanita', 'grita']",0.3055393,0.018705730706095696,0.6283488,0.6944607133045793,0.6283488062518104
178,178,grita siempre me grita,"['grita', 'grita']",0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
179,179,que un nino llora y grita cuando no le hacen caso o algo asi,"['nino', 'llora', 'grita', 'caso']",0.14380768,0.026338028759528273,0.42276287,0.8561923249314228,0.4227628977504775
180,180,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
181,181,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
182,182,que su hermano es muy enojon,"['hermano', 'enojon']",-0.074955,0.043174899446899076,-0.12140648,1.0749550014734268,-0.12140648761797733
183,183,que su hermano grita,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
184,184,porque es muy escandalosa,['escandalosa'],False,False,False,False,0.0
185,185,que se la pasa gritando,"['pasa', 'gritando']",-0.019288188,0.04249683413636312,-0.053214066,1.0192881878465414,-0.053214042089331476
186,186,grita mucho,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
187,187,que su hermano siempre esta gritando,"['hermano', 'gritando']",-0.027698452,0.0417961235492453,-0.07878118,1.027698451653123,-0.0787811630763219
188,188,que es un griton,['griton'],0.081327215,0.03912271664053202,0.11515425,0.918672788888216,0.1151542445360618
189,189,porque llora y grita y hace berrinches,"['llora', 'grita', 'berrinches']",0.2183209,0.01879942879925296,0.5583055,0.781679111532867,0.5583055212733222
190,190,mi hermanito es un nino que es de lo mejor de lo mejor,"['hermanito', 'nino']",0.25847167,0.022062823176383972,0.43079686,0.7415283480659127,0.4307968182394999
191,191,porque grita muchas veces,['grita'],0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
192,192,mi hermano es un griton,"['hermano', 'griton']",0.0031861067,0.039237635033791886,-0.007655694,0.9968138951808214,-0.0076556848211667165
193,193,que su hermano es chico y todavia no puede razonar y todo lo resuelve a gritos ,"['hermano', 'chico', 'razonar', 'resuelve', 'gritos']",0.031921647,0.03846605143063702,0.048977602,0.9680783562362194,0.048977599777832004
194,194,que mi hermana es una persona de gritos,"['hermana', 'persona', 'gritos']",0.06690854,0.03863279014471919,0.13672763,0.9330914635211229,0.13672764225057213
195,195,que su hermana todo el tiempo grita,"['hermana', 'grita']",0.5221621,0.020206093788146973,0.77471304,0.47783794440329075,0.7747130304725875
196,196,que mi hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
197,197,que su hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
198,198,que llora y grita mucho,"['llora', 'grita']",0.2183209,0.01879942879925296,0.5583055,0.781679111532867,0.5583055222128143
199,199,no es una pelota de gritos es namas una pelota para jugar.,"['pelota', 'gritos', 'namas', 'pelota', 'jugar']",0.019727087,0.040661758935062124,0.031136058,0.9802729152143002,0.03113605792532319
200,200,que mi hermanito esta triste ,"['hermanito', 'triste']",0.5221621,0.020206093788146973,0.66603005,0.47783794440329075,0.6660299988259849
201,201,que mi hermano pequeno grita muchisimo,"['hermano', 'pequeno', 'grita', 'muchisimo']",0.15543059,0.02612058255545221,0.47353238,0.8445694235463937,0.4735323959338506
202,202,que mi hermanito grita mucho,"['hermanito', 'grita']",0.5221621,0.0,1.0,0.47783794440329075,0.999999978471629
203,203,porque su hermano grita mucho o todo el dia,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
204,204,que mi hermano nunca deja de gritar,"['hermano', 'deja', 'gritar']",0.012805845,0.040626250434465244,0.029159937,0.9871941559637586,0.02915992524160516
205,205,que llora. que grita,"['llora', 'grita']",0.2183209,0.01879942879925296,0.5583055,0.781679111532867,0.5583055222128143
206,206,que el hermanito bebe siempre grita,"['hermanito', 'bebe', 'grita']",0.36113897,0.013284145095268022,0.8401149,0.6388610526919365,0.8401148859789749
207,207,mi hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
208,208,porque todo tiene que ser una pelota,['pelota'],-0.03980852,0.04289260014362633,-0.059199493,1.0398085173219442,-0.05919947633371592
209,209,que mi hermano grita mucho,"['hermano', 'grita']",0.22360355,0.019130536618763582,0.54872155,0.7763964729383588,0.5487216067051145
210,210,mi hermano se la pasa gritando,"['hermano', 'pasa', 'gritando']",-0.037843794,0.04235457183047962,-0.11484539,1.0378437923888366,-0.11484536784819663
211,211,que los ninos chicos gritan mucho,"['ninos', 'chicos', 'gritan']",0.0035947375,0.04178233548736945,0.010804988,0.9964052625000477,0.01080499894788639
212,212,porque es latoso,['latoso'],False,False,False,False,0.0
