"line","word"
88,"no se, no se me ocurre otra cosa"
89,"como el zacate"
90,"perro o hamster"
91,"una pelota de lana porque tiene forma de pelota y tiene tipo de pelos"
92,"el gato se hace rollo de pelos"
93,"no se"
94,"ardilla"
95,"un perro"
96,"mi axila porque tiene pelos"
97,"tiene una pelota de pelos esta bien chida"
98,"una pelota de pelo no se puede porque se desata"
99,"que esta hecha de pelos"
100,"el mundo"
101,"axila"
102,"(dormido)"
103,"no se"
104,"perro porque tiene mucho pelo"
105,"no se"
106,"el coco porque es redondo y circular y ademas tiene pelos"
107,"no entiendo"
108,"no entiendo"
109,"no se me ocurre ninguna"
110,"el vello porque cuando te lo quitas puedes hacer una pelota de vellos"
111,"una pelota que tiene de adorno pelos"
112,"mi primo es una pelota divertida"
113,"una pelota de oro, porque una pelota de pelos nadie la quiere"
114,"cabeza porque tiene pelos"
115,"perro tiene mucho pelo"
116,"un gato tiene pelos"
117,"si"
118,"no se"
119,"rata"
120,"pelota de piojos porque es algo del cabello"
121,"no existe"
122,"hamster, porque tiene alrededor de su rostro pelo"
123,"pelota"
124,"que mi mama tiene pelo en la cabeza"
125,"mi perro es una pelota de pelos"
126,"una pelota con lineas delgadisimas porque asi es el cabello"
127,"perro, cabeza, rata, hamster, conejo, raton."
128,"cabeza porque tiene pelos"
129,"la cabeza"
130,"un peluche, una almohada, el algodon, etc, porque tienen pelos pero de diferente material"
131,"gato, chango, leon, perro porque tienen pelos*"
132,"cualquier animal porque tiene pelos"
133,"un gatito porque los gatos tienen muchos pelos"
134,"perro*"
135,"su cabeza"
136,"mi perro porque tiene mucho pelo"
137,"un perro"
138,"la cabeza porque tiene muchos pelos"
139,"una pelota traviesa y gritona"
140,"no lo se"
141,"o sea que es una pelota peluda"
142,"que hay cosas con muchos pelos, como el perro o gato"
143,"perro o hamster porque tienen muchos pelos*"
144,"perro porque tiene mucho pelo*"
145,"mi papa, un chango, un gato, un leon, un gorila"
146,"perro que lo saco a pasar"
147,"un oso"
148,"una cabeza porque hay mucho pelos, un juguete que sea de pelos u otra cosa, etc"
149,"un circulo porque es redondo como las pelotas"
150,"una peluca de pelos"
151,"perro porque son muy peludos*"
152,"cabeza porque es una pelota y tiene pelos*"
153,"creo que es ser genial"
154,"las manos porque salen pelos"
155,"una bola con pelos"
156,"un balon con picos porque parecen pelos"
157,"una bola de pelos de gato"
158,"gato porque tiene muchos pelos"
159,"un peluche"
160,"cualquier otra mascota que penga pelos"
161,"una bola de estambre porque tiene forma de pelos"
162,"que tiene mucho pelo"
163,"su pc porque el nino se divierte"
164,"un gato porque es muy peludo"
165,"sus primos porque son buenos"
166,"un perro porque tiene mucho pelo"
167,"es que es muy chido, porque cuando dice pelos se refiere a chido, valiente, etc."
168,"porque se le cae el pelo"
169,"un balon de espinas porque tendria mucha similitud"
170,"una cabeza o cabello, porque la cabeza es la pelota y los pelos son los cabellos"
171,"solo el perro"
172,"gato porque tiene pelos"
173,"un animal porque los animales tienen pelos"
174,"mi oso panda"
175,"pues un pajaro porque es muy peludo"
176,"perro porque ya que todo lo ve como una pelota todo es una pelota"
177,"gato, hamster porque los dos tienen mucho pelo"
178,"la cabeza porque tiene pelo"
179,"perro, hamster, oso o monos"
180,"una pelota grande depende a que se refiera de pelos o el pelo"
181,"un amigo porque puede tener mucho pelo"
182,"tiene muchos pelos o podria ser un animal"
183,"un animal, perro, gato, cebra porque tienen pelos*"
184,"una bola de pelos"
185,"porque tiene mucho pelo"
186,"mi perro porque tiene pelos"
187,"el padre tiene mucho pelo"
188,"un gato"
189,"un gato o un perro"
190,"perro porque tiene muchos pelos"
191,"mi amigo es una pelota de pelos, mi amigo es lo mejor"
192,"seria como una mascota"
193,"un perro"
194,"un oso porque esta gordo y peludo"
195,"una persona de pelos, porque pelota es como decir persona"
196,"el pecho porque tambien crece pelo"
197,"un gato porque ellos tienen muchos pelos"
198,"mi perro porque tiene muchos pelos"
199,"un gato, un hamster, una rata y un cote, porque tienen mucho pelo"
200,"pelota de volleyball, pelota de tennis, baseball, y football"
201,"puede ser muy suave"
202,"un perro york o un poodle porque tienen mucho pelo, pero el que mas peludo esta, es el york."
203,"un gato"
204,"una cabeza tiene muchos pelos"
205,"una bola de estambre o una cabeza de pelo"
206,"un perro, los perros tienen mucho pelo en todas partes"
207,"papa (jajajaja) la verdad no se, solo lo puse porque no pensaba en nada mas"
208,"no se"
209,"tu porque eres la unica que falta"
210,"mi gato porque suelta mucho pelo"
211,"bola de pelos de los gatos"
212,"la cabeza de chewbacca"
213,"mi mama"
214,"la axila"
215,"un perro gordo"
216,"una mascota porque mi mascota es una bola de pelos bueno esta peluda"
